Unit ID,School ID,School Name,Chamber,District,Legislator,Ward Number,Immediate Capital Needs,Total Capital Needs,Operational Budget FY25,Operations 7% Cut,Operations 15% Cut,Positions,Positions 7% Cut,Positions 15% Cut,SPED Positions,SPED Positions 7% Cut,SPED Positions 15% Cut,Total FY25,Position loss/gain (budgeted),Position loss/gain (% of FY25 positions),Total CTU,CTU layoffs (budgeted),CTU layoffs (% of CTU positions),Total SPED,SPED position loss/gain (budgeted),SPED position loss/gain (% of FY25 SPED positions),ward,alderman
26721.0,610226,SANDOVAL,IL House,1,"Ortiz, Aaron",14,0.0,15200000.0,8921311.49,624491.8043000001,1338196.7234999998,85.0,5.95,12.75,13.0,0.9100000000000001,1.95,84.0,-5.0,0.05952380952380952,63.0,-2.0,0.031746031746031744,14.0,2.0,0.14285714285714285,14,"Gutierrez, Jeylu B."
25231.0,610157,SAWYER,IL House,1,"Ortiz, Aaron",14,3800000.0,17700000.0,11281429.76,789700.0832000001,1692214.464,98.0,6.86,14.7,18.0,1.2600000000000002,2.6999999999999997,98.0,-6.0,0.061224489795918366,72.0,-2.0,0.027777777777777776,19.0,-3.0,0.15789473684210525,14,"Gutierrez, Jeylu B."
27091.0,610559,SHIELDS MIDDLE,IL House,1,"Ortiz, Aaron",15,0.0,2400000.0,5717022.7,400191.58900000004,857553.405,49.0,3.43,7.35,9.0,0.6300000000000001,1.3499999999999999,46.0,-8.200000000000003,0.17826086956521744,36.0,-0.0,0.0,9.5,-2.0,0.21052631578947367,15,"Lopez, Raymond A."
46101.0,610543,SOLORIO HS,IL House,1,"Ortiz, Aaron",14,0.0,27200000.0,15211961.25,1064837.2875,2281794.1875,143.0,10.010000000000002,21.45,26.0,1.8200000000000003,3.9,141.0,-7.300000000000011,0.05177304964539015,110.0,-1.0,0.00909090909090909,27.0,-1.0,0.037037037037037035,14,"Gutierrez, Jeylu B."
26781.0,610249,TALMAN,IL House,1,"Ortiz, Aaron",14,0.0,15400000.0,5807231.44,406506.20080000005,871084.716,58.0,4.0600000000000005,8.7,24.0,1.6800000000000002,3.5999999999999996,57.5,-2.0,0.034782608695652174,33.0,-1.0,0.030303030303030304,24.5,-6.0,0.24489795918367346,14,"Gutierrez, Jeylu B."
26891.0,610504,THOMAS,IL House,1,"Ortiz, Aaron",12,0.0,10500000.0,4151745.27,290622.16890000005,622761.7905,39.5,2.765,5.925,20.0,1.4000000000000001,3.0,,,,,,,,,,12,"Ramirez, Julia M."
25661.0,610206,TWAIN,IL House,1,"Ortiz, Aaron",23,3700000.0,19100000.0,9847886.33,689352.0431,1477182.9494999999,99.0,6.930000000000001,14.85,30.0,2.1,4.5,99.0,-7.0,0.0707070707070707,71.0,-1.0,0.014084507042253521,31.0,-4.0,0.12903225806451613,23,"Tabares, Silvana"
66629.0,400145,YCCS - YOUTH CONNECTION,IL House,1,"Ortiz, Aaron",23,,,84927.54000000001,5944.9278,12739.131000000001,2.0,0.14,0.3,,,,,,,,,,,,,23,"Tabares, Silvana"
26771.0,609922,BELMONT-CRAGIN,IL House,3,"Delgado, Eva-Dina",36,0.0,0.0,7959962.68,557197.3876,1193994.402,76.0,5.32,11.4,22.0,1.54,3.3,74.0,-2.0,0.02702702702702703,53.0,-1.0,0.018867924528301886,23.0,-2.0,0.08695652173913043,36,"Villegas, Gilbert"
22691.0,610539,CAMRAS,IL House,3,"Delgado, Eva-Dina",30,0.0,30400000.0,10222645.26,715585.1682000001,1533396.7889999999,89.0,6.23,13.35,28.0,1.9600000000000002,4.2,88.0,-5.0,0.056818181818181816,62.0,-0.0,0.0,30.0,-8.0,0.26666666666666666,30,"Cruz, Ruth"
45211.0,610248,CHICAGO ACADEMY ES,IL House,3,"Delgado, Eva-Dina",30,42300000.0,81000000.0,7438565.56,520699.58920000005,1115784.834,70.0,4.9,10.5,20.0,1.4000000000000001,3.0,69.0,-4.5,0.06521739130434782,50.0,-0.0,0.0,19.5,-2.5,0.1282051282051282,30,"Cruz, Ruth"
46481.0,610340,CHICAGO ACADEMY HS,IL House,3,"Delgado, Eva-Dina",30,,,7819602.27,547372.1589,1172940.3405,69.5,4.865,10.424999999999999,20.0,1.4000000000000001,3.0,69.5,-1.0,0.014388489208633094,56.0,-3.0,0.05357142857142857,21.0,-1.0,0.047619047619047616,30,"Cruz, Ruth"
66661.0,400159,CHRISTOPHER HOUSE,IL House,3,"Delgado, Eva-Dina",36,,,7776335.57,544343.4899,1166450.3355,,,,,,,,,,,,,,,,36,"Villegas, Gilbert"
23291.0,609930,FUNSTON,IL House,3,"Delgado, Eva-Dina",26,9700000.0,22600000.0,8144197.77,570093.8439000001,1221629.6655,89.0,6.23,13.35,45.0,3.1500000000000004,6.75,90.0,-7.0,0.07777777777777778,48.0,-2.0,0.041666666666666664,46.0,-7.0,0.15217391304347827,26,"Fuentes, Jessica L."
24461.0,610068,HANSON PARK,IL House,3,"Delgado, Eva-Dina",36,0.0,21000000.0,19988158.04,1399171.0628000002,2998223.706,195.0,13.650000000000002,29.25,91.0,6.370000000000001,13.65,192.0,-7.5,0.0390625,113.0,-2.0,0.017699115044247787,93.0,-7.5,0.08064516129032258,36,"Villegas, Gilbert"
24231.0,610041,LOCKE J,IL House,3,"Delgado, Eva-Dina",36,3500000.0,27700000.0,13153156.24,920720.9368000001,1972973.436,124.5,8.715000000000002,18.675,30.0,2.1,4.5,122.5,-9.5,0.07755102040816327,92.0,-0.0,0.0,31.5,-2.5,0.07936507936507936,36,"Villegas, Gilbert"
24281.0,610046,LYON,IL House,3,"Delgado, Eva-Dina",30,0.0,20700000.0,12496150.2,874730.5140000001,1874422.53,108.0,7.5600000000000005,16.2,28.0,1.9600000000000002,4.2,108.0,-4.0,0.037037037037037035,75.0,-1.0,0.013333333333333334,28.0,2.5,0.08928571428571429,30,"Cruz, Ruth"
41111.0,609780,MARINE LEADERSHIP AT AMES HS,IL House,3,"Delgado, Eva-Dina",26,0.0,23200000.0,9846977.11,689288.3977000001,1477046.5665,83.5,5.845000000000001,12.525,14.0,0.9800000000000001,2.1,73.5,-10.0,0.1360544217687075,54.0,-7.0,0.12962962962962962,14.5,0.5,0.034482758620689655,26,"Fuentes, Jessica L."
24551.0,610076,MOOS,IL House,3,"Delgado, Eva-Dina",26,0.0,25500000.0,7172868.33,502100.78310000006,1075930.2495,73.5,5.1450000000000005,11.025,29.0,2.0300000000000002,4.35,73.5,-5.5,0.07482993197278912,47.0,-0.0,0.0,31.5,-3.5,0.1111111111111111,26,"Fuentes, Jessica L."
24611.0,610088,MOZART,IL House,3,"Delgado, Eva-Dina",35,3000000.0,27300000.0,7909854.35,553689.8045000001,1186478.1524999999,87.0,6.090000000000001,13.049999999999999,35.0,2.45,5.25,85.0,-4.5,0.052941176470588235,47.0,-0.0,0.0,37.0,-5.0,0.13513513513513514,35,"Quezada, Anthony J."
24681.0,610097,NIXON,IL House,3,"Delgado, Eva-Dina",35,3000000.0,26500000.0,9413248.39,658927.3873000001,1411987.2585,90.0,6.300000000000001,13.5,14.5,1.0150000000000001,2.175,81.0,0.0,0.0,63.0,-0.0,0.0,16.0,4.0,0.25,35,"Quezada, Anthony J."
41121.0,610051,NORTHWEST,IL House,3,"Delgado, Eva-Dina",36,6600000.0,61200000.0,7254716.68,507830.16760000004,1088207.5019999999,70.0,4.9,10.5,22.0,1.54,3.3,71.0,-4.799999999999997,0.06760563380281687,47.0,-1.0,0.02127659574468085,23.0,-5.0,0.21739130434782608,36,"Villegas, Gilbert"
22581.0,610533,PRIETO,IL House,3,"Delgado, Eva-Dina",36,0.0,11400000.0,10780813.7,754656.959,1617122.055,93.0,6.510000000000001,13.95,16.0,1.12,2.4,85.0,1.0,0.011764705882352941,65.0,-1.0,0.015384615384615385,17.0,8.0,0.47058823529411764,36,"Villegas, Gilbert"
25871.0,610229,PRITZKER,IL House,3,"Delgado, Eva-Dina",1,0.0,24500000.0,7072642.39,495084.9673000001,1060896.3584999999,66.0,4.62,9.9,17.0,1.1900000000000002,2.55,66.0,-1.0,0.015151515151515152,48.0,-1.0,0.020833333333333332,17.5,-0.5,0.02857142857142857,1,"La Spata, Daniel"
53041.0,609679,PROSSER HS,IL House,3,"Delgado, Eva-Dina",36,0.0,28200000.0,16475324.02,1153272.6814000001,2471298.603,144.5,10.115,21.675,31.0,2.1700000000000004,4.6499999999999995,141.5,-11.0,0.07773851590106007,101.0,-0.0,0.0,37.5,-4.0,0.10666666666666667,36,"Villegas, Gilbert"
25111.0,610145,REINBERG,IL House,3,"Delgado, Eva-Dina",30,0.0,21300000.0,11646522.92,815256.6044000001,1746978.4379999998,116.0,8.120000000000001,17.4,53.0,3.7100000000000004,7.949999999999999,117.0,-7.0,0.05982905982905983,76.0,-0.0,0.0,54.5,-10.0,0.1834862385321101,30,"Cruz, Ruth"
29371.0,610342,SABIN,IL House,3,"Delgado, Eva-Dina",1,10900000.0,20500000.0,5576430.31,390350.1217,836464.5464999999,50.0,3.5000000000000004,7.5,11.0,0.77,1.65,48.0,-1.0,0.020833333333333332,37.0,-2.0,0.05405405405405406,11.0,-0.5,0.045454545454545456,1,"La Spata, Daniel"
46291.0,609732,STEINMETZ HS,IL House,3,"Delgado, Eva-Dina",30,1400000.0,78900000.0,16043556.9,1123048.983,2406533.5349999997,143.5,10.045000000000002,21.525,22.0,1.54,3.3,135.5,-20.0,0.14760147601476015,106.0,-9.0,0.08490566037735849,23.5,-2.0,0.0851063829787234,30,"Cruz, Ruth"
25911.0,610234,YATES,IL House,3,"Delgado, Eva-Dina",26,7000000.0,42200000.0,7245818.63,507207.30410000007,1086872.7945,71.5,5.005000000000001,10.725,33.0,2.31,4.95,69.5,-9.5,0.1366906474820144,40.0,-4.0,0.1,33.5,-2.5,0.07462686567164178,26,"Fuentes, Jessica L."
66133.0,400120,ACERO - CLEMENTE,IL House,4,"Jimenez, Lilian",29,,,8407890.82,588552.3574000001,1261183.6230000001,,,,,,,,,,,,,,,,29,"Taliaferro, Chris"
66601.0,400114,ACERO - SANTIAGO,IL House,4,"Jimenez, Lilian",36,,,4070220.98,284915.4686,610533.147,,,,,,,,,,,,,,,,36,"Villegas, Gilbert"
22401.0,609818,BURBANK,IL House,4,"Jimenez, Lilian",29,0.0,35000000.0,11437298.62,800610.9034000001,1715594.793,118.0,8.260000000000002,17.7,45.0,3.1500000000000004,6.75,115.0,-11.5,0.1,69.0,-2.0,0.028985507246376812,46.0,-5.5,0.11956521739130435,29,"Taliaferro, Chris"
22531.0,609835,CAMERON,IL House,4,"Jimenez, Lilian",36,0.0,35500000.0,9122041.45,638542.9015,1368306.2175,83.0,5.8100000000000005,12.45,16.5,1.155,2.475,82.0,-3.9000000000000057,0.04756097560975617,60.0,-1.0,0.016666666666666666,17.0,0.0,0.0,36,"Villegas, Gilbert"
24011.0,610021,CASALS,IL House,4,"Jimenez, Lilian",26,9700000.0,17600000.0,4753487.92,332744.15440000006,713023.188,46.0,3.22,6.8999999999999995,8.0,0.56,1.2,44.0,-2.5,0.056818181818181816,34.0,-2.0,0.058823529411764705,8.5,-2.0,0.23529411764705882,26,"Fuentes, Jessica L."
63051.0,400022,CHIARTS HS,IL House,4,"Jimenez, Lilian",26,12500000.0,42400000.0,8665224.34,606565.7038,1299783.651,5.0,0.35000000000000003,0.75,,,,,,,,,,,,,26,"Fuentes, Jessica L."
22721.0,609854,CHOPIN,IL House,4,"Jimenez, Lilian",36,0.0,17600000.0,6993449.35,489541.45450000005,1049017.4024999999,69.0,4.83,10.35,35.0,2.45,5.25,68.0,-2.0,0.029411764705882353,35.0,-0.0,0.0,35.5,-2.5,0.07042253521126761,36,"Villegas, Gilbert"
66221.0,400030,CICS - WEST BELDEN,IL House,4,"Jimenez, Lilian",36,,,9602327.3,672162.9110000001,1440349.095,,,,,,,,,,,,,,,,36,"Villegas, Gilbert"
51091.0,609759,CLEMENTE HS,IL House,4,"Jimenez, Lilian",1,4600000.0,55100000.0,12403809.290000001,868266.6503000001,1860571.3935,123.0,8.610000000000001,18.45,37.0,2.5900000000000003,5.55,116.0,-20.5,0.17672413793103448,75.0,-6.0,0.08,38.0,-9.5,0.25,1,"La Spata, Daniel"
31261.0,610313,DE DIEGO,IL House,4,"Jimenez, Lilian",1,1100000.0,38200000.0,10009142.61,700639.9827,1501371.3915,107.0,7.490000000000001,16.05,48.0,3.3600000000000003,7.199999999999999,102.0,-14.0,0.13725490196078433,58.0,-7.0,0.1206896551724138,49.0,-11.0,0.22448979591836735,1,"La Spata, Daniel"
66331.0,400039,ERIE,IL House,4,"Jimenez, Lilian",26,,,7098149.3100000005,496870.4517000001,1064722.3965,,,,,,,,,,,,,,,,26,"Fuentes, Jessica L."
22791.0,609863,GINSBURG,IL House,4,"Jimenez, Lilian",1,0.0,12500000.0,3784671.71,264927.0197,567700.7565,37.0,2.5900000000000003,5.55,8.0,0.56,1.2,36.0,-3.0,0.08333333333333333,26.0,-3.0,0.11538461538461539,8.0,-1.0,0.125,1,"La Spata, Daniel"
29101.0,610520,LASALLE II,IL House,4,"Jimenez, Lilian",1,23700000.0,33700000.0,7677988.1,537459.167,1151698.2149999999,70.0,4.9,10.5,30.0,2.1,4.5,71.0,-7.0,0.09859154929577464,42.0,-1.0,0.023809523809523808,32.0,-10.0,0.3125,1,"La Spata, Daniel"
24221.0,610040,LLOYD,IL House,4,"Jimenez, Lilian",26,13600000.0,42700000.0,10054573.59,703820.1513,1508186.0385,89.0,6.23,13.35,16.0,1.12,2.4,89.0,7.0,0.07865168539325842,63.0,-0.0,0.0,19.0,-1.0,0.05263157894736842,26,"Fuentes, Jessica L."
24251.0,610044,LOWELL,IL House,4,"Jimenez, Lilian",26,10800000.0,27200000.0,6703796.63,469265.76410000003,1005569.4945,67.0,4.69,10.049999999999999,33.0,2.31,4.95,67.0,-4.0,0.05970149253731343,32.0,-0.0,0.0,34.0,-5.0,0.14705882352941177,26,"Fuentes, Jessica L."
23551.0,609968,MCAULIFFE,IL House,4,"Jimenez, Lilian",26,12800000.0,24500000.0,7965329.470000001,557573.0629,1194799.4205,76.0,5.32,11.4,26.5,1.8550000000000002,3.9749999999999996,76.0,-10.5,0.13815789473684212,54.0,-3.0,0.05555555555555555,27.0,-5.0,0.18518518518518517,26,"Fuentes, Jessica L."
24511.0,610073,MITCHELL,IL House,4,"Jimenez, Lilian",36,2500000.0,16900000.0,5042822.41,352997.56870000006,756423.3615,49.0,3.43,7.35,14.0,0.9800000000000001,2.1,49.5,-0.5,0.010101010101010102,35.0,-4.0,0.11428571428571428,14.5,-1.0,0.06896551724137931,36,"Villegas, Gilbert"
24691.0,610098,NOBEL,IL House,4,"Jimenez, Lilian",36,4099999.9999999995,12000000.0,8178295.35,572480.6745000001,1226744.3025,74.5,5.215000000000001,11.174999999999999,14.0,0.9800000000000001,2.1,75.5,-6.5,0.08609271523178808,57.0,-5.0,0.08771929824561403,14.5,-2.5,0.1724137931034483,36,"Villegas, Gilbert"
66149.0,400169,NOBLE - ITW SPEER HS,IL House,4,"Jimenez, Lilian",37,,,19556458.009999998,1368952.0607,2933468.7015,,,,,,,,,,,,,,,,37,"Mitts, Emma"
66142.0,400054,NOBLE - PRITZKER HS,IL House,4,"Jimenez, Lilian",26,,,17814983.78,1247048.8646000002,2672247.567,,,,,,,,,,,,,,,,26,"Fuentes, Jessica L."
46431.0,609691,NORTH-GRAND HS,IL House,4,"Jimenez, Lilian",26,14200000.0,39300000.0,14729969.76,1031097.8832000002,2209495.464,138.0,9.66,20.7,38.0,2.66,5.7,132.0,-8.0,0.06060606060606061,95.0,-2.0,0.021052631578947368,40.5,-4.0,0.09876543209876543,26,"Fuentes, Jessica L."
69618.0,610594,PATHWAYS - HUMBOLDT PARK HS,IL House,4,"Jimenez, Lilian",26,,,2458834.04,172118.3828,368825.10599999997,,,,,,,,,,,,,,,,26,"Fuentes, Jessica L."
24781.0,610106,PICCOLO,IL House,4,"Jimenez, Lilian",37,11900000.0,36800000.0,9135587.01,639491.0907000001,1370338.0515,92.0,6.44,13.799999999999999,31.0,2.1700000000000004,4.6499999999999995,93.0,-10.0,0.10752688172043011,61.0,-2.0,0.03278688524590164,32.0,-10.0,0.3125,37,"Mitts, Emma"
25521.0,610192,STOWE,IL House,4,"Jimenez, Lilian",26,10000000.0,36000000.0,7715394.7700000005,540077.6339,1157309.2155,78.5,5.495,11.775,24.0,1.6800000000000002,3.5999999999999996,77.5,4.5,0.05806451612903226,50.0,-2.0,0.04,25.0,-3.0,0.12,26,"Fuentes, Jessica L."
25581.0,610197,TALCOTT,IL House,4,"Jimenez, Lilian",36,15300000.0,29800000.0,7426495.44,519854.6808000001,1113974.3159999999,74.0,5.180000000000001,11.1,28.0,1.9600000000000002,4.2,72.0,-5.0,0.06944444444444445,49.0,-3.0,0.061224489795918366,28.5,-6.5,0.22807017543859648,36,"Villegas, Gilbert"
51071.0,609740,WELLS HS,IL House,4,"Jimenez, Lilian",1,14000000.0,80500000.0,6178168.96,432471.82720000006,926725.3439999999,59.0,4.130000000000001,8.85,15.0,1.05,2.25,57.0,-15.100000000000001,0.26491228070175443,44.0,-7.0,0.1590909090909091,16.0,-6.5,0.40625,1,"La Spata, Daniel"
24721.0,610100,WEST PARK,IL House,4,"Jimenez, Lilian",36,0.0,15700000.0,7496173.11,524732.1177000001,1124425.9664999999,71.0,4.970000000000001,10.65,20.0,1.4000000000000001,3.0,70.0,-6.0,0.08571428571428572,46.0,-2.0,0.043478260869565216,21.0,1.0,0.047619047619047616,36,"Villegas, Gilbert"
66109.0,400126,YCCS - ASSOCIATION HOUSE,IL House,4,"Jimenez, Lilian",26,,,5500.0,385.00000000000006,825.0,,,,,,,,,,,,,,,,26,"Fuentes, Jessica L."
66615.0,400131,YCCS - CAMPOS,IL House,4,"Jimenez, Lilian",26,,,125010.0,8750.7,18751.5,,,,,,,,,,,,,,,,26,"Fuentes, Jessica L."
29321.0,610246,BEASLEY,IL House,5,"Du Buclet, Kimberly",3,0.0,32600000.0,13763822.879999999,963467.6016,2064573.432,143.0,10.010000000000002,21.45,50.0,3.5000000000000004,7.5,140.0,6.5,0.04642857142857143,82.0,-2.0,0.024390243902439025,51.0,-3.5,0.06862745098039216,3,"Dowell, Pat"
25931.0,610237,BEETHOVEN,IL House,5,"Du Buclet, Kimberly",3,4300000.0,22300000.0,4782510.22,334775.71540000004,717376.5329999999,52.5,3.6750000000000003,7.875,13.0,0.9100000000000001,1.95,53.5,-2.700000000000003,0.05046728971962622,30.0,-2.0,0.06666666666666667,14.5,1.5,0.10344827586206896,3,"Dowell, Pat"
26181.0,610590,BRONZEVILLE CLASSICAL,IL House,5,"Du Buclet, Kimberly",3,0.0,16399999.999999998,4586936.54,321085.5578,688040.4809999999,39.0,2.7300000000000004,5.85,7.0,0.49000000000000005,1.05,39.0,-1.0,0.02564102564102564,28.0,-4.0,0.14285714285714285,7.0,-1.0,0.14285714285714285,3,"Dowell, Pat"
55191.0,610381,BRONZEVILLE HS,IL House,5,"Du Buclet, Kimberly",3,21000000.0,104200000.0,4012072.83,280845.0981,601810.9245,32.5,2.2750000000000004,4.875,12.0,0.8400000000000001,1.7999999999999998,31.5,-1.0,0.031746031746031744,23.0,-0.0,0.0,12.0,-1.0,0.08333333333333333,3,"Dowell, Pat"
22411.0,609819,BURKE,IL House,5,"Du Buclet, Kimberly",3,6200000.0,28100000.0,5624791.13,393735.3791,843718.6695,51.0,3.5700000000000003,7.6499999999999995,16.0,1.12,2.4,50.0,-0.10000000000000142,0.0020000000000000282,29.0,-0.0,0.0,16.5,0.0,0.0,3,"Dowell, Pat"
22611.0,609844,CARTER,IL House,5,"Du Buclet, Kimberly",20,11800000.0,40700000.0,4108484.43,287593.91010000004,616272.6645,42.0,2.9400000000000004,6.3,12.0,0.8400000000000001,1.7999999999999998,42.0,2.5,0.05952380952380952,22.0,-0.0,0.0,12.0,2.5,0.20833333333333334,20,"Taylor, Jeanette B."
70070.0,609754,CHICAGO MILITARY HS,IL House,5,"Du Buclet, Kimberly",3,8900000.0,24100000.0,5138837.61,359718.6327,770825.6414999999,46.0,3.22,6.8999999999999995,11.0,0.77,1.65,41.0,-5.0,0.12195121951219512,25.0,-6.0,0.24,11.0,-0.5,0.045454545454545456,3,"Dowell, Pat"
66181.0,400029,CICS - WASHINGTON PARK,IL House,5,"Du Buclet, Kimberly",20,,,8606610.280000001,602462.7196000001,1290991.542,,,,,,,,,,,,,,,,20,"Taylor, Jeanette B."
26141.0,610263,DULLES,IL House,5,"Du Buclet, Kimberly",20,0.0,29000000.0,8460554.13,592238.7891,1269083.1195,84.0,5.880000000000001,12.6,19.0,1.33,2.85,85.0,3.5,0.041176470588235294,48.0,-2.0,0.041666666666666664,20.0,8.0,0.4,20,"Taylor, Jeanette B."
53021.0,609676,DUNBAR HS,IL House,5,"Du Buclet, Kimberly",4,0.0,91600000.0,6979007.46,488530.52220000006,1046851.119,65.5,4.585000000000001,9.825,20.0,1.4000000000000001,3.0,63.5,-11.0,0.1732283464566929,39.0,-4.0,0.10256410256410256,20.5,-6.0,0.2926829268292683,4,"Robinson, Lamont J."
23221.0,609919,FISKE,IL House,5,"Du Buclet, Kimberly",20,2000000.0,12500000.0,6089312.95,426251.90650000004,913396.9425,57.5,4.025,8.625,17.0,1.1900000000000002,2.55,55.5,3.6000000000000014,0.0648648648648649,33.0,-0.0,0.0,17.5,2.0,0.11428571428571428,20,"Taylor, Jeanette B."
